ID,Date,Element,Data_Value
USC00200230,11/5/2005,TMIN,106
USW00014833,3/25/2007,TMIN,61
USC00202308,5/29/2011,TMIN,156
USC00202308,5/29/2011,TMAX,211
USW00014833,3/25/2007,TMAX,217
USW00014833,7/19/2010,TMAX,283
USC00200220,4/27/2011,TMAX,228
USW00094889,1/19/2012,TMAX,-21
USW00094889,1/19/2012,TMIN,-171
USC00200220,4/27/2011,TMIN,89
USW00014853,3/25/2007,TMIN,17
USW00014853,3/25/2007,TMAX,178
USC00205822,12/31/2006,TMAX,61
USC00205822,12/31/2006,TMIN,22
USC00200842,2/19/2007,TMAX,-50
USC00200842,2/19/2007,TMIN,-167
USC00205822,12/11/2007,TMIN,-11
USC00205450,6/5/2005,TMAX,339
USW00014833,7/19/2010,TMIN,200
USC00207320,5/4/2005,TMAX,94
USC00207312,9/9/2015,TMAX,311
USC00207312,9/9/2015,TMIN,189
USW00014833,5/23/2008,TMAX,194
USC00202308,8/22/2013,TMAX,300
USC00208972,4/27/2009,TMIN,117
USC00208972,4/27/2009,TMAX,272
USC00202308,6/18/2008,TMIN,117
USC00200228,5/29/2011,TMIN,128
USC00200228,5/29/2011,TMAX,211
USC00205050,8/26/2008,TMAX,261
USC00208972,12/23/2013,TMAX,17
USC00207312,9/14/2007,TMIN,67
USC00205050,8/26/2008,TMIN,83
USC00205822,12/14/2014,TMAX,83
USC00205822,12/14/2014,TMIN,11
USC00205050,2/28/2010,TMAX,50
USC00201250,2/28/2010,TMIN,-6
USC00201250,2/28/2010,TMAX,50
USC00208972,12/23/2013,TMIN,-33
USC00200230,11/5/2005,TMAX,183
USC00200220,11/29/2010,TMIN,-39
USC00200220,11/29/2010,TMAX,50
USC00202308,6/18/2008,TMAX,217
USC00205563,10/3/2005,TMAX,294
USC00200228,12/5/2013,TMAX,144
USC00202308,2/19/2007,TMAX,-50
USW00094889,3/17/2012,TMIN,78
USW00094889,3/17/2012,TMAX,239
USC00207312,12/30/2006,TMAX,89
USC00207312,12/30/2006,TMIN,-6
USC00205822,9/3/2014,TMIN,139
USC00205563,8/31/2013,TMAX,300
USC00205822,9/3/2014,TMAX,278
USC00205563,8/31/2013,TMIN,172
USW00014833,10/20/2010,TMIN,11
USC00207308,2/2/2007,TMIN,-106
USC00207308,2/2/2007,TMAX,-28
USW00014833,10/20/2010,TMAX,189
USC00200230,3/14/2005,TMAX,28
USC00200230,3/14/2005,TMIN,-100
USW00094889,1/29/2010,TMAX,-66
USW00094889,1/29/2010,TMIN,-166
USC00205563,12/4/2014,TMIN,-44
USC00205563,12/4/2014,TMAX,39
USC00201502,5/9/2005,TMIN,89
USC00208972,10/30/2010,TMIN,17
USC00201502,5/9/2005,TMAX,278
USC00208972,10/30/2010,TMAX,106
USC00201250,1/14/2010,TMIN,-61
USC00205451,6/5/2005,TMAX,306
USW00014833,11/18/2015,TMAX,161
USC00205822,4/9/2015,TMIN,28
USC00208080,1/29/2009,TMIN,-133
USW00014833,11/18/2015,TMIN,133
USC00208080,1/29/2009,TMAX,-28
USC00205822,4/9/2015,TMAX,78
USC00205451,6/5/2005,TMIN,144
USC00205451,8/17/2009,TMIN,228
USC00205451,8/17/2009,TMAX,339
USC00205050,1/14/2010,TMIN,-72
USC00205050,1/14/2010,TMAX,44
USC00202308,8/9/2005,TMIN,178
USC00208080,9/5/2008,TMIN,122
USC00208080,9/5/2008,TMAX,233
USW00004848,1/9/2006,TMIN,6
USW00004848,1/9/2006,TMAX,67
USC00203712,5/29/2011,TMIN,78
USC00203712,5/29/2011,TMAX,206
USC00201250,1/14/2010,TMAX,28
USW00094889,6/10/2012,TMAX,328
USC00201502,12/24/2008,TMIN,-117
USC00201502,12/24/2008,TMAX,17
USW00004848,4/27/2011,TMAX,217
USW00004848,4/27/2011,TMIN,156
USC00205822,12/5/2013,TMIN,39
USC00208080,3/2/2009,TMAX,-61
USC00207308,10/31/2008,TMAX,122
USW00004848,8/3/2010,TMIN,233
USC00200228,8/9/2005,TMIN,161
USW00004848,1/18/2012,TMAX,-10
USC00205451,7/19/2010,TMIN,206
USW00004848,1/18/2012,TMIN,-60
USC00205451,4/14/2012,TMAX,167
USC00205451,7/19/2010,TMAX,311
USC00205451,4/14/2012,TMIN,11
USC00208080,8/30/2015,TMAX,261
USC00208080,8/30/2015,TMIN,144
USC00200230,12/15/2009,TMAX,44
USC00200230,12/15/2009,TMIN,-50
USW00014853,11/28/2008,TMAX,56
USW00014853,11/28/2008,TMIN,-27
USW00094889,11/30/2010,TMAX,128
USC00205822,10/31/2010,TMAX,156
USW00094889,11/30/2010,TMIN,0
USC00200228,8/9/2005,TMAX,322
USC00205822,10/31/2010,TMIN,39
USW00094889,12/13/2014,TMAX,72
USC00208202,8/17/2009,TMIN,144
USC00207308,1/2/2015,TMIN,-106
USC00208202,8/17/2009,TMAX,322
USC00207308,1/2/2015,TMAX,0
USC00208202,4/14/2012,TMAX,178
USC00208202,4/14/2012,TMIN,-39
USW00094889,12/13/2014,TMIN,6
USC00208080,3/5/2009,TMAX,144
USC00205822,12/5/2013,TMAX,133
USW00014833,5/10/2006,TMIN,133
USW00014833,5/10/2006,TMAX,228
USC00202308,4/9/2014,TMAX,156
USC00202308,4/9/2014,TMIN,22
USW00094889,6/30/2015,TMAX,239
USW00094889,6/30/2015,TMIN,167
USC00208080,3/5/2009,TMIN,-44
USC00200230,3/24/2006,TMAX,50
USC00208080,3/2/2009,TMIN,-167
USW00004848,8/3/2010,TMAX,278
USC00202308,8/9/2005,TMAX,322
USC00208080,8/9/2007,TMAX,289
USW00094889,5/27/2014,TMAX,300
USC00208972,1/14/2010,TMIN,-56
USC00208972,1/14/2010,TMAX,22
USC00200228,1/18/2012,TMIN,-83
USC00205050,3/25/2007,TMIN,56
USC00200230,4/18/2006,TMIN,33
USC00200230,4/18/2006,TMAX,183
USC00205050,3/25/2007,TMAX,183
USC00201502,5/27/2015,TMIN,178
USC00201502,5/27/2015,TMAX,283
USC00200032,6/10/2012,TMIN,133
USC00200032,6/28/2014,TMAX,294
USC00200032,6/28/2014,TMIN,167
USC00200032,6/10/2012,TMAX,322
USC00201502,5/23/2008,TMIN,39
USC00205563,8/9/2007,TMAX,328
USC00201502,5/23/2008,TMAX,156
USC00207320,6/1/2008,TMAX,283
USC00207320,6/1/2008,TMIN,100
USC00208202,12/15/2009,TMIN,0
USC00207312,1/5/2006,TMAX,72
USC00208202,12/15/2009,TMAX,39
USC00200842,8/9/2007,TMIN,206
USC00205050,10/30/2010,TMIN,-11
USC00202308,10/6/2005,TMAX,294
USC00202308,10/6/2005,TMIN,144
USC00205050,5/29/2011,TMIN,133
USW00004848,2/26/2013,TMIN,-10
USC00200220,1/25/2009,TMAX,-61
USW00004848,2/26/2013,TMAX,22
USC00200220,1/25/2009,TMIN,-167
USC00205050,5/29/2011,TMAX,194
USC00201250,5/29/2011,TMIN,100
USC00201502,4/15/2011,TMIN,11
USC00201250,5/29/2011,TMAX,267
USC00201502,4/15/2011,TMAX,133
USC00202308,1/18/2012,TMAX,117
USC00207312,4/27/2011,TMAX,211
USC00207312,4/27/2011,TMIN,72
USC00202308,1/18/2012,TMIN,-61
USW00094889,5/27/2014,TMIN,183
USC00200842,8/9/2007,TMAX,317
USC00200228,1/18/2012,TMAX,106
USC00208080,8/9/2007,TMIN,183
USC00205563,8/9/2007,TMIN,200
USC00207312,1/18/2012,TMIN,-94
USW00014833,7/8/2014,TMAX,239
USC00200032,3/17/2012,TMAX,239
USC00200230,5/23/2008,TMIN,50
USC00200842,8/19/2005,TMIN,167
USC00200842,8/19/2005,TMAX,300
USC00200230,5/23/2008,TMAX,183
USC00202308,7/17/2009,TMAX,289
USC00200230,5/27/2015,TMIN,172
USC00200230,5/27/2015,TMAX,261
USC00205563,8/30/2015,TMAX,250
USC00205563,8/30/2015,TMIN,189
USC00208080,12/4/2014,TMIN,-50
USC00208080,12/4/2014,TMAX,50
USC00202308,7/17/2009,TMIN,183
USC00200228,12/30/2006,TMAX,61
USC00200228,12/30/2006,TMIN,0
USC00205451,2/8/2008,TMIN,-39
USC00205451,2/8/2008,TMAX,-17
USW00094889,6/10/2012,TMIN,106
USC00202308,12/30/2006,TMIN,6
USC00207312,1/18/2012,TMAX,106
USW00014833,7/8/2014,TMIN,172
USC00202308,12/30/2006,TMAX,72
USW00004848,7/31/2006,TMAX,344
USC00200032,11/30/2010,TMIN,-11
USC00200032,11/30/2010,TMAX,122
USC00205451,12/15/2009,TMAX,44
USC00205451,12/15/2009,TMIN,6
USW00004848,7/31/2006,TMIN,228
USC00208972,12/4/2013,TMAX,33
USC00207312,1/5/2006,TMIN,17
USC00208972,12/4/2013,TMIN,-6
USC00205563,8/19/2005,TMIN,222
USC00205563,8/19/2005,TMAX,289
USW00004848,3/20/2005,TMIN,6
USW00004848,3/20/2005,TMAX,50
USC00200032,3/17/2012,TMIN,89
USC00200230,4/15/2011,TMIN,11
USC00205822,3/20/2015,TMAX,39
USC00200230,4/15/2011,TMAX,122
USC00205822,3/20/2015,TMIN,-11
USW00014833,9/9/2008,TMAX,200
USW00014833,9/9/2008,TMIN,78
USC00205450,6/11/2005,TMAX,317
USW00004848,11/23/2007,TMAX,22
USW00004848,11/23/2007,TMIN,-49
USC00201502,3/24/2006,TMAX,39
USC00201502,3/24/2006,TMIN,-17
USC00200220,1/14/2010,TMAX,17
USC00207320,8/4/2005,TMAX,333
USC00205050,11/3/2005,TMIN,78
USC00205050,11/3/2005,TMAX,211
USC00202308,2/26/2013,TMIN,-72
USC00202308,2/26/2013,TMAX,39
USW00014853,1/12/2005,TMAX,117
USC00201502,6/10/2012,TMIN,122
USC00201502,6/10/2012,TMAX,311
USC00208080,12/15/2009,TMAX,11
USC00208080,12/15/2009,TMIN,-89
USC00207308,4/27/2011,TMAX,228
USC00207308,4/27/2011,TMIN,78
USC00208972,4/8/2015,TMIN,28
USC00208972,4/8/2015,TMAX,100
USC00200220,3/9/2013,TMAX,78
USW00014853,10/31/2010,TMAX,106
USC00200220,1/14/2010,TMIN,-78
USC00200220,3/9/2013,TMIN,-61
USC00207320,8/4/2005,TMIN,183
USC00205050,12/17/2005,TMIN,-161
USC00205822,4/18/2014,TMAX,161
USC00200032,1/29/2010,TMAX,-83
USC00201502,4/14/2012,TMAX,167
USC00200230,2/22/2008,TMIN,-83
USW00014853,7/8/2014,TMAX,283
USC00200230,2/22/2008,TMAX,0
USC00201502,4/14/2012,TMIN,50
USC00200032,1/29/2010,TMIN,-156
USC00205563,12/15/2009,TMAX,50
USC00205563,12/15/2009,TMIN,6
USC00200842,3/17/2012,TMIN,100
USC00202308,2/24/2009,TMAX,-33
USC00200842,3/17/2012,TMAX,228
USC00208202,4/15/2011,TMIN,11
USC00200228,2/26/2013,TMIN,-83
USC00202308,2/24/2009,TMIN,-128
USC00200228,2/26/2013,TMAX,61
USC00208202,4/15/2011,TMAX,139
USC00205822,4/18/2014,TMIN,39
USC00205050,12/17/2005,TMAX,-33
USC00200842,12/15/2009,TMAX,6
USC00205563,6/18/2008,TMIN,111
USC00200230,1/24/2013,TMIN,-139
USC00200230,7/23/2013,TMAX,300
USC00200230,7/23/2013,TMIN,194
USC00201502,12/4/2014,TMAX,33
USW00014853,1/12/2005,TMIN,6
USW00094889,3/1/2010,TMIN,-66
USC00200228,10/6/2005,TMAX,294
USC00200228,10/6/2005,TMIN,122
USW00094889,3/1/2010,TMAX,44
USC00201502,8/19/2005,TMIN,167
USC00207312,7/17/2009,TMAX,283
USC00205822,5/31/2015,TMAX,283
USC00201502,8/19/2005,TMAX,283
USC00207312,7/17/2009,TMIN,150
USC00200032,8/22/2013,TMIN,194
USC00207308,10/24/2015,TMIN,78
USC00207308,10/24/2015,TMAX,161
USC00200032,8/14/2014,TMAX,222
USW00004848,12/30/2006,TMAX,89
USW00004848,12/30/2006,TMIN,11
USC00201502,12/4/2014,TMIN,-67
USC00200230,1/24/2013,TMAX,-67
USW00014853,6/1/2008,TMIN,106
USC00208202,5/23/2008,TMAX,172
USC00205563,6/18/2008,TMAX,222
USW00014853,10/31/2010,TMIN,-16
USW00004848,1/2/2015,TMIN,-49
USC00200842,6/18/2008,TMIN,106
USC00200842,6/18/2008,TMAX,206
USC00200842,4/14/2012,TMAX,183
USW00004848,1/2/2015,TMAX,22
USC00200230,6/10/2012,TMIN,167
USC00200842,4/14/2012,TMIN,0
USC00200230,6/10/2012,TMAX,328
USC00205822,3/30/2011,TMAX,67
USC00205822,3/30/2011,TMIN,-56
USC00208202,5/23/2008,TMIN,56
USC00205563,4/14/2012,TMAX,156
USC00201502,1/24/2013,TMAX,-89
USC00205563,4/14/2012,TMIN,67
USC00201502,1/24/2013,TMIN,-150
USC00207312,8/9/2005,TMAX,317
USC00207312,8/9/2005,TMIN,183
USW00014853,6/1/2008,TMAX,228
USC00200230,3/24/2006,TMIN,-39
USW00014853,7/8/2014,TMIN,206
USW00004848,2/2/2007,TMIN,-138
USC00200228,7/17/2009,TMIN,161
USC00208972,5/30/2015,TMAX,278
USC00208972,5/30/2015,TMIN,167
USC00200230,5/9/2005,TMIN,111
USC00200230,5/9/2005,TMAX,272
USC00201502,2/22/2008,TMIN,-100
USC00208202,1/24/2013,TMAX,-83
USC00208202,1/24/2013,TMIN,-156
USC00201502,2/22/2008,TMAX,-50
USC00207308,7/31/2006,TMAX,322
USC00202308,1/3/2009,TMAX,17
USC00202308,1/3/2009,TMIN,-94
USC00207308,7/31/2006,TMIN,211
USC00200032,3/1/2010,TMIN,-50
USC00200032,3/1/2010,TMAX,50
USC00207312,2/26/2013,TMIN,-61
USW00014853,2/6/2005,TMAX,56
USW00014853,2/6/2005,TMIN,-83
USC00207312,2/26/2013,TMAX,56
USC00200228,7/17/2009,TMAX,278
USC00208080,6/10/2012,TMIN,139
USC00205451,4/15/2011,TMAX,133
USC00200228,4/9/2014,TMIN,17
USC00201502,12/15/2009,TMAX,39
USC00203712,2/27/2014,TMAX,-28
USC00203712,1/14/2010,TMIN,-56
USC00203712,1/14/2010,TMAX,22
USC00203712,2/27/2014,TMIN,-161
USC00201502,11/11/2008,TMAX,11
USC00201502,11/11/2008,TMIN,-28
USC00208202,5/2/2009,TMAX,194
USC00201502,12/15/2009,TMIN,-6
USC00208202,7/23/2013,TMAX,294
USC00200220,5/29/2011,TMIN,128
USC00208202,5/2/2009,TMIN,0
USC00200220,5/29/2011,TMAX,200
USC00208202,7/23/2013,TMIN,172
USC00208972,9/2/2014,TMIN,194
USC00208972,9/2/2014,TMAX,278
USW00094889,5/17/2015,TMAX,278
USW00094889,5/17/2015,TMIN,183
USC00200228,4/9/2014,TMAX,167
USC00205451,4/15/2011,TMIN,22
USW00004848,2/2/2007,TMAX,-43
USC00208080,6/10/2012,TMAX,328
USC00208202,7/19/2010,TMIN,189
USW00004848,10/4/2010,TMAX,156
USW00014853,5/10/2006,TMIN,122
USC00205563,3/17/2012,TMIN,78
USC00205451,5/2/2009,TMAX,200
USC00205563,3/17/2012,TMAX,217
USC00205451,5/2/2009,TMIN,39
USW00014853,5/10/2006,TMAX,239
USW00004848,10/4/2010,TMIN,67
USC00205563,6/10/2012,TMIN,150
USC00205563,6/10/2012,TMAX,317
USC00208080,6/18/2008,TMIN,83
USC00208080,6/18/2008,TMAX,183
USC00200842,6/10/2012,TMIN,150
USC00200842,6/10/2012,TMAX,317
USW00094889,10/19/2008,TMAX,139
USW00094889,10/19/2008,TMIN,-43
USC00208972,3/29/2011,TMIN,-100
USC00207320,10/4/2005,TMIN,161
USC00207320,10/4/2005,TMAX,311
USC00207308,1/18/2012,TMIN,-72
USW00014853,10/20/2010,TMIN,17
USC00200230,4/14/2012,TMIN,61
USC00207308,1/18/2012,TMAX,111
USW00014853,10/20/2010,TMAX,194
USC00208202,7/19/2010,TMAX,311
USC00200842,9/5/2008,TMIN,183
USW00004848,9/28/2005,TMAX,250
USW00004848,9/28/2005,TMIN,100
USW00004848,12/7/2008,TMIN,-105
USW00004848,12/7/2008,TMAX,-43
USC00205451,1/24/2013,TMAX,-78
USC00205451,1/24/2013,TMIN,-144
USC00200842,9/5/2008,TMAX,250
USW00094889,12/17/2013,TMIN,-121
USW00094889,12/17/2013,TMAX,-32
USC00205451,5/23/2008,TMIN,61
USC00201502,3/14/2005,TMAX,17
USC00201502,3/14/2005,TMIN,-122
USC00205451,7/23/2013,TMAX,267
USC00205451,7/23/2013,TMIN,189
USC00205451,5/23/2008,TMAX,161
USC00200230,4/14/2012,TMAX,172
USC00208972,3/29/2011,TMAX,22
USC00205050,10/30/2010,TMAX,167
USC00205450,6/11/2005,TMIN,206
USC00201250,10/30/2010,TMIN,-6
USC00200032,11/15/2014,TMAX,0
USC00200032,11/15/2014,TMIN,-67
USW00014833,3/26/2007,TMIN,122
USW00014833,3/26/2007,TMAX,256
USC00205822,12/30/2006,TMAX,67
USC00205822,12/30/2006,TMIN,6
USC00201502,1/29/2010,TMAX,-89
USC00201502,1/29/2010,TMIN,-167
USC00205451,12/11/2007,TMIN,-22
USC00205050,12/4/2013,TMAX,33
USC00205050,12/4/2013,TMIN,-6
USW00014833,2/24/2009,TMAX,-6
USW00014833,2/24/2009,TMIN,-139
USC00203712,1/17/2012,TMAX,78
USC00207312,10/4/2010,TMAX,144
USC00203712,1/17/2012,TMIN,-67
USC00205451,12/11/2007,TMAX,0
USC00207312,10/4/2010,TMIN,22
USW00014853,11/18/2015,TMAX,200
USC00208202,2/2/2007,TMAX,-28
USC00207312,10/20/2010,TMIN,0
USC00200842,8/17/2009,TMAX,328
USC00200842,8/17/2009,TMIN,172
USC00201250,12/4/2013,TMIN,28
USC00200230,8/30/2015,TMAX,283
USC00200230,8/30/2015,TMIN,183
USW00014853,4/27/2011,TMAX,228
USW00014853,4/27/2011,TMIN,144
USW00094889,6/28/2014,TMAX,300
USW00094889,6/28/2014,TMIN,150
USC00205563,7/19/2010,TMIN,217
USW00004848,5/5/2008,TMAX,239
USC00205563,8/17/2009,TMIN,194
USC00205563,7/19/2010,TMAX,333
USC00205563,8/17/2009,TMAX,322
USW00004848,5/5/2008,TMIN,83
USC00200228,11/23/2007,TMAX,11
USC00200842,7/19/2010,TMIN,167
USC00203712,3/29/2011,TMAX,28
USC00203712,3/29/2011,TMIN,-94
USC00200228,11/23/2007,TMIN,-67
USC00200842,7/19/2010,TMAX,311
USC00208202,2/2/2007,TMIN,-94
USC00200230,1/29/2010,TMIN,-156
USC00207312,10/20/2010,TMAX,161
USC00207320,12/30/2006,TMAX,72
USC00200220,10/30/2010,TMIN,28
USC00200228,2/12/2008,TMAX,-83
USC00200228,2/12/2008,TMIN,-178
USC00208080,2/22/2008,TMAX,11
USW00004848,4/23/2006,TMAX,172
USW00004848,4/23/2006,TMIN,61
USC00208080,12/13/2014,TMAX,39
USW00014833,8/9/2005,TMAX,311
USW00014833,8/9/2005,TMIN,189
USC00208080,12/13/2014,TMIN,-22
USC00201502,8/30/2015,TMAX,217
USC00201502,8/30/2015,TMIN,156
USC00201250,1/17/2012,TMAX,128
USC00201250,1/17/2012,TMIN,-28
USC00205451,9/14/2007,TMIN,72
USC00205451,9/14/2007,TMAX,233
USC00208202,9/9/2015,TMIN,194
USC00208202,9/9/2015,TMAX,317
USC00205050,1/17/2012,TMAX,67
USW00014833,1/15/2010,TMAX,22
USW00014853,11/18/2015,TMIN,144
USW00014853,3/26/2007,TMAX,267
USC00207312,7/24/2005,TMIN,183
USC00207320,12/30/2006,TMIN,-6
USW00004848,7/2/2010,TMAX,278
USC00201502,8/31/2013,TMAX,300
USC00201502,8/31/2013,TMIN,206
USC00200220,10/30/2010,TMAX,128
USW00004848,1/24/2013,TMAX,-49
USW00094889,7/31/2009,TMAX,283
USW00014833,1/15/2010,TMIN,-11
USW00094889,7/31/2009,TMIN,122
USC00208080,8/23/2014,TMAX,289
USW00004848,1/24/2013,TMIN,-138
USC00208080,8/23/2014,TMIN,183
USC00207312,5/10/2006,TMIN,78
USW00004848,7/2/2010,TMIN,111
USC00208080,2/22/2008,TMIN,-106
USW00014833,4/27/2011,TMAX,178
USW00014833,4/27/2011,TMIN,122
USC00207312,5/10/2006,TMAX,211
USC00207312,7/24/2005,TMAX,289
USW00014853,3/26/2007,TMIN,89
USC00205050,1/17/2012,TMIN,-83
USC00200230,1/29/2010,TMAX,-61
USC00207308,7/23/2013,TMIN,167
USC00203712,3/17/2012,TMIN,100
USC00205822,11/4/2005,TMAX,217
USC00205451,8/9/2007,TMAX,317
USC00203712,3/17/2012,TMAX,239
USC00205451,8/9/2007,TMIN,194
USC00208080,8/17/2009,TMIN,183
USC00203712,8/28/2007,TMIN,122
USC00203712,8/28/2007,TMAX,261
USC00208080,8/17/2009,TMAX,256
USC00201250,3/9/2014,TMIN,-117
USW00014833,5/30/2011,TMIN,150
USW00014833,5/30/2011,TMAX,306
USC00205822,9/14/2008,TMIN,200
USC00201502,12/3/2008,TMAX,6
USC00201502,12/3/2008,TMIN,-50
USC00205822,9/14/2008,TMAX,244
USC00207308,8/3/2010,TMIN,200
USC00208080,7/19/2010,TMIN,178
USC00208080,7/19/2010,TMAX,294
USC00205822,11/4/2005,TMIN,111
USC00203712,8/22/2013,TMIN,189
USC00200228,10/4/2010,TMIN,44
USC00200228,10/4/2010,TMAX,133
USC00207312,7/31/2006,TMAX,322
USC00202308,1/15/2010,TMAX,28
USC00200220,6/10/2012,TMIN,156
USC00200220,6/10/2012,TMAX,322
USW00014833,4/14/2012,TMAX,172
USC00207312,7/31/2006,TMIN,206
USC00205050,3/17/2012,TMIN,83
USW00014833,4/14/2012,TMIN,83
USC00205050,3/17/2012,TMAX,233
USC00201250,6/23/2014,TMAX,267
USC00201250,6/23/2014,TMIN,167
USC00201250,3/17/2012,TMIN,89
USW00094889,12/4/2014,TMIN,-77
USW00094889,12/4/2014,TMAX,6
USC00201250,3/17/2012,TMAX,233
USC00207308,3/26/2013,TMIN,0
USC00207308,3/26/2013,TMAX,50
USC00201250,3/9/2014,TMAX,22
USW00014833,8/4/2005,TMIN,233
USW00014833,8/4/2005,TMAX,283
USC00201250,12/4/2013,TMAX,156
USC00203712,8/22/2013,TMAX,289
USC00202308,11/23/2007,TMAX,22
USC00205563,8/15/2015,TMIN,161
USC00200220,1/17/2012,TMAX,89
USW00014853,4/9/2009,TMIN,-43
USC00200220,1/17/2012,TMIN,-67
USW00094889,12/27/2007,TMIN,-66
USC00205050,3/9/2014,TMAX,17
USW00014853,10/6/2013,TMIN,144
USW00014853,4/9/2009,TMAX,144
USC00205050,6/23/2014,TMAX,278
USC00205050,6/23/2014,TMIN,150
USW00094889,12/27/2007,TMAX,28
USC00207308,7/23/2013,TMAX,278
USC00205451,2/2/2007,TMIN,-72
USC00205451,2/2/2007,TMAX,-28
USC00208080,4/15/2011,TMIN,22
USC00200228,4/14/2012,TMAX,178
USC00200228,4/14/2012,TMIN,-17
USC00208080,4/15/2011,TMAX,128
USW00014853,10/6/2013,TMAX,233
USW00094889,6/18/2008,TMAX,183
USC00201250,3/19/2015,TMAX,39
USC00200220,3/17/2012,TMAX,228
USC00202308,2/12/2008,TMIN,-161
USC00201250,3/19/2015,TMIN,-33
USC00205050,3/19/2015,TMAX,94
USC00205050,3/19/2015,TMIN,-50
USC00202308,11/23/2007,TMIN,-50
USC00205451,9/9/2015,TMIN,200
USC00205451,9/9/2015,TMAX,311
USC00202308,7/8/2014,TMIN,194
USC00202308,7/8/2014,TMAX,306
USC00200228,1/5/2006,TMAX,67
USC00200228,1/5/2006,TMIN,22
USW00014853,5/30/2011,TMIN,144
USW00014853,5/30/2011,TMAX,322
USC00205563,1/11/2005,TMIN,-17
USC00205563,1/11/2005,TMAX,22
USC00202308,4/14/2012,TMAX,172
USC00202308,4/14/2012,TMIN,6
USC00200220,3/17/2012,TMIN,94
USC00202308,2/12/2008,TMAX,-94
USW00094889,6/18/2008,TMIN,61
USC00205563,8/15/2015,TMAX,294
USC00205050,5/31/2008,TMAX,250
USC00205050,3/9/2014,TMIN,-106
USC00205050,5/31/2008,TMIN,106
USC00208972,4/17/2014,TMAX,56
USC00200230,8/17/2009,TMIN,222
USC00207308,4/14/2012,TMAX,178
USC00207308,4/14/2012,TMIN,6
USC00200230,8/17/2009,TMAX,311
USC00208972,4/17/2014,TMIN,-83
USC00208972,5/31/2008,TMAX,267
USC00208972,5/31/2008,TMIN,139
USC00200842,2/22/2008,TMIN,-139
USC00201502,7/19/2010,TMAX,306
USC00200842,2/22/2008,TMAX,-44
USW00014853,1/18/2012,TMAX,-16
USC00205050,3/29/2011,TMAX,39
USW00014853,1/18/2012,TMIN,-77
USC00205050,3/29/2011,TMIN,-94
USC00203712,5/1/2005,TMIN,-6
USC00203712,5/1/2005,TMAX,122
USC00207308,4/23/2006,TMAX,228
USC00208972,5/29/2011,TMIN,122
USC00205822,3/26/2007,TMAX,117
USC00208972,5/29/2011,TMAX,200
USC00205822,3/26/2007,TMIN,39
USW00004848,2/3/2008,TMAX,17
USW00094889,10/8/2013,TMAX,194
USC00202308,10/20/2010,TMAX,161
USC00205822,5/30/2011,TMAX,294
USC00208202,9/14/2007,TMIN,83
USC00208202,9/14/2007,TMAX,233
USC00205563,2/22/2008,TMIN,-122
USC00205563,2/22/2008,TMAX,-50
USC00207312,2/12/2008,TMAX,-83
USC00207312,2/12/2008,TMIN,-161
USC00207308,2/26/2013,TMIN,-89
USC00207308,2/26/2013,TMAX,56
USC00200032,2/18/2007,TMAX,-28
USW00094889,10/8/2013,TMIN,6
USC00200032,2/18/2007,TMIN,-167
USW00014853,12/30/2006,TMAX,83
USC00201250,3/29/2011,TMAX,67
USW00014853,12/30/2006,TMIN,6
USC00201502,7/19/2010,TMIN,211
USC00201250,3/29/2011,TMIN,-67
USW00004848,2/3/2008,TMIN,-27
USC00205822,5/30/2011,TMIN,161
USC00207308,4/23/2006,TMIN,44
USC00200032,12/17/2013,TMIN,-106
USC00207308,7/2/2010,TMAX,233
USC00207308,7/2/2010,TMIN,67
USC00200230,11/11/2008,TMIN,-39
USC00200032,7/24/2006,TMIN,144
USC00205822,4/28/2014,TMIN,17
USC00205822,6/1/2008,TMAX,267
USC00205822,6/1/2008,TMIN,122
USC00200032,7/24/2006,TMAX,300
USC00205822,1/15/2010,TMIN,-28
USC00208972,3/19/2015,TMAX,83
USC00208972,3/19/2015,TMIN,-56
USW00094889,4/3/2015,TMAX,139
USW00094889,4/3/2015,TMIN,6
USC00200230,7/19/2010,TMIN,217
USC00200230,7/19/2010,TMAX,289
USC00205822,1/15/2010,TMAX,39
USC00201250,10/30/2010,TMAX,100
USW00014833,10/29/2015,TMIN,22
USW00014833,10/29/2015,TMAX,67
USW00014853,1/6/2014,TMAX,-49
USW00014833,12/30/2006,TMAX,111
USC00203712,4/15/2014,TMAX,172
USC00200842,2/14/2006,TMIN,-61
USC00200032,12/17/2013,TMAX,-44
USC00200228,4/27/2011,TMAX,228
USW00014833,12/30/2006,TMIN,-11
USW00094889,7/25/2009,TMIN,167
USW00094889,7/25/2009,TMAX,272
USC00200228,4/27/2011,TMIN,83
USC00205563,2/14/2006,TMAX,106
USW00014833,1/18/2012,TMAX,-39
USW00014833,1/18/2012,TMIN,-78
USW00014853,1/6/2014,TMIN,-249
USC00208080,8/19/2005,TMIN,172
USC00208080,8/19/2005,TMAX,317
USC00207320,1/15/2010,TMIN,-39
USC00207320,1/15/2010,TMAX,61
USC00200032,7/31/2009,TMAX,261
USC00200032,7/31/2009,TMIN,139
USC00200230,11/11/2008,TMAX,17
USC00203712,4/15/2014,TMIN,-33
USC00205822,4/28/2014,TMAX,122
USC00200842,2/14/2006,TMAX,-11
USC00202308,10/20/2010,TMIN,22
USC00202308,1/5/2009,TMAX,28
USC00202308,5/10/2006,TMAX,217
USC00200230,8/9/2007,TMAX,306
